category,object_name,check_name,status,metric_value,hash_value
protected_function_fingerprint,sync_whatsapp_to_auth_phone(),definition_and_privileges,OBSERVED,null,eb575551fa0ec99d961766c662b604d1
protected_auth_trigger_fingerprint,trg_handle_auth_user_email_update,complete_definition,OBSERVED,null,c8767234a0be3f65a79d988a3f3675b7
protected_auth_trigger_fingerprint,trg_handle_new_auth_user,complete_definition,OBSERVED,null,10343a982b27e2f76c371ab1302ba6f9
stage4_function,get_my_arsc_identity(),security_contract,PASS,null,a1090f69abdc78970b18bc6f3aa79f35
stage4_function,get_public_category_participation_counts(text),security_contract,PASS,null,e4d5310f5a4d61cf1aadd9703fcf1203
stage4_function,get_public_leaderboard(),security_contract,PASS,null,67a3ea7e8b169842b06516933745ddd6
stage4_function,get_public_member_participations(uuid),security_contract,PASS,null,bb5d5c8b0ddf0181c75a7a17819675c3
stage4_function,"link_arsc_account_from_reference(uuid,text,text,text,text,text)",security_contract,PASS,null,5a093e803a681735d88135166dc7d9bf
stage4_function,protect_verified_arsc_identity_fields(),security_contract,PASS,null,bf3d700fc09a396c37a045b70212fb0e
stage4_function,protect_verified_leaderboard_identity_fields(),security_contract,PASS,null,7afacf3668bc3b302a47d0af84897890
stage4_function,"set_shared_profile_avatar(uuid,text)",security_contract,PASS,null,327267322e7db8b26a9ad3f15fc7ab26
stage4_function,sync_halo_avatar_to_leaderboard(),security_contract,PASS,null,0ae203a06031c3ebf2f79dbd768c51e8
stage4_function,"upsert_leaderboard_reference_member(text,text,text,text,text)",security_contract,PASS,null,9ecbf508110704a37f54f29947b3325c
stage4_trigger,public.arsc_identities.arsc_identities_updated_at,complete_definition,PASS,null,1fae37922b2a244592dcd21165983008
stage4_trigger,public.profiles.arsc_verified_profile_guard,complete_definition,PASS,null,80d7f1c285abbabcd971ad564b679112
stage4_trigger,public.users.arsc_shared_avatar_sync,complete_definition,PASS,null,e577f139e91154af4186b45c5de8e285
stage4_trigger,public.users.arsc_verified_identity_guard,complete_definition,PASS,null,47078c0eade0dd156c52f1ea37fe28d9
identity_alignment_count,shared_identity,halo_email_mismatch,OBSERVED,0,null
identity_alignment_count,shared_identity,verified_identities,OBSERVED,0,null
identity_alignment_count,shared_identity,verified_with_halo_profile,OBSERVED,0,null
identity_alignment_count,shared_identity,verified_with_leaderboard_profile,OBSERVED,0,null
privilege_check,stage4_rpc_access,anon_can_read_approved_details,PASS,1,null
privilege_check,stage4_rpc_access,anon_can_read_leaderboard,PASS,1,null
privilege_check,stage4_rpc_access,anon_cannot_link_identity,PASS,1,null
privilege_check,stage4_rpc_access,authenticated_can_read_own_identity,PASS,1,null
privilege_check,stage4_rpc_access,authenticated_cannot_bypass_avatar_service,PASS,1,null
privilege_check,stage4_rpc_access,authenticated_cannot_link_identity,PASS,1,null
privilege_check,stage4_rpc_access,service_role_can_link_identity,PASS,1,null
verification_gate,stage4_structure_and_privileges,failure_count,PASS,0,null
